Family,Genus,C3,CAM,C3-CAM,C4-CAM,C4,C3-C4,Sources,Order,Subfamily,Tribe,Subtribe
Aizoaceae,Lithops,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Apiaceae,Lithosciadium,,,,,,,,,,,
Boraginaceae,Lithospermum,,,,,,,,,,,
Anacardiaceae,Lithraea,,,,,,,,,,,
Anacardiaceae,Lithrea,,,,,,,,,,,
Asteraceae,Litogyne,,,,,,,,,,,
Gesneriaceae,Litostigma,,,,,,,,,,,
Asteraceae,Litothamnus,,,,,,,,,,,
Asteraceae,Litrisa,,,,,,,,,,,
Lauraceae,Litsea,,,,,,,,,,,
Asparagaceae,Littaea,,,,,,,,,,,
Poaceae,Littledalea,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Colchicaceae,Littonia,,,,,,,,,,,
Plantaginaceae,Littorella,0.0,1.0,0.0,0.0,0.0,,,Lamiales,,,
Brassicaceae,Litwinowia,,,,,,,,,,,
Arecaceae,Livistona,,,,,,,,,,,
Convolvulaceae,Lizeron,,,,,,,,,,,
Sapindaceae,Llagunoa,,,,,,,,,,,
Asteraceae,Llerasia,,,,,,,,,,,
Liliaceae,Lloydia,,,,,,,,,,,
Loasaceae,Loasa,,,,,,,,,,,
Anacardiaceae,Lobadium,,,,,,,,,,,
Convolvulaceae,Lobake,,,,,,,,,,,
Euphorbiaceae,Lobanilia,,,,,,,,,,,
Saxifragaceae,Lobaria,,,,,,,,,,,
Campanulaceae,Lobelia,,,,,,,,,,,
Gesneriaceae,Lobirota,,,,,,,,,,,
Cactaceae,Lobivia,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Gesneriaceae,Loboptera,,,,,,,,,,,
Boraginaceae,Lobostemon,,,,,,,,,,,
Apocynaceae,Lobostephanus,,,,,,,,,,,
Brassicaceae,Lobularia,,,,,,,,,,,
Simaroubaceae,Locandi,,,,,,,,,,,
Loranthaceae,Locella,,,,,,,,,,,
Fabaceae,Locellaria,,,,,,,,,,,
Gesneriaceae,Locheria,,,,,,,,,,,
Apocynaceae,Lochnera,,,,,,,,,,,
Orchidaceae,Lockhartia,0.0,1.0,0.0,0.0,0.0,,,Asparagales,,,
Cactaceae,Lodia,,,,,,,,,,,
Arecaceae,Lodoicea,,,,,,,,,,,
Orchidaceae,Loefgrenianthus,,,,,,,,,,,
Caryophyllaceae,Loeflingia,,,,,,,,,,,
Polemoniaceae,Loeselia,,,,,,,,,,,
Polemoniaceae,Loeseliastrum,,,,,,,,,,,
Fabaceae,Loesenera,,,,,,,,,,,
Celastraceae,Loeseneriella,,,,,,,,,,,
Fabaceae,Loethainia,,,,,,,,,,,
Melastomataceae,Loevigia,,,,,,,,,,,
Passifloraceae,Loewia,,,,,,,,,,,
Loganiaceae,Logania,,,,,,,,,,,
Asteraceae,Logfia,,,,,,,,,,,
Primulaceae,Loheria,,,,,,,,,,,
Ericaceae,Loiseleuria,,,,,,,,,,,
Poaceae,Lojaconoa,,,,,,,,,,,
Poaceae,Loliola,,,,,,,,,,,
Poaceae,Loliolum,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Poaceae,Lolium,1.0,0.0,0.0,0.0,0.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Asparagaceae,Lomandra,,,,,,,,,,,
Melastomataceae,Lomanodia,,,,,,,,,,,
Melastomataceae,Lomanthera,,,,,,,,,,,
Asteraceae,Lomanthus,,,,,,,,,,,
Proteaceae,Lomatia,,,,,,,,,,,
Apiaceae,Lomatium,,,,,,,,,,,
Apiaceae,Lomatocarpa,,,,,,,,,,,
Gentianaceae,Lomatogoniopsis,,,,,,,,,,,
Gentianaceae,Lomatogonium,,,,,,,,,,,
Apiaceae,Lomatopodium,,,,,,,,,,,
Asteraceae,Lomatozona,,,,,,,,,,,
Asteraceae,Lomaxeta,,,,,,,,,,,
Caprifoliaceae,Lomelosia,,,,,,,,,,,
Hamamelidaceae,Lomilis,,,,,,,,,,,
Fabaceae,Lomoplis,,,,,,,,,,,
Asteraceae,Lonas,,,,,,,,,,,
Fabaceae,Lonchocarpus,,,,,,,,,,,
Podostemaceae,Lonchostephus,,,,,,,,,,,
Bruniaceae,Lonchostoma,,,,,,,,,,,
Asparagaceae,Loncomelos,,,,,,,,,,,
Picrodendraceae,Longetia,,,,,,,,,,,
Caprifoliaceae,Lonicera,,,,,,,,,,,
Olacaceae,Lopadocalyx,,,,,,,,,,,
Onagraceae,Lopezia,,,,,,,,,,,
Poaceae,Lophacme,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992); Photos provided by R.P. Ellis,,,,
Asteraceae,Lophactis,,,,,,,,,,,
Malpighiaceae,Lophanthera,,,,,,,,,,,
Lamiaceae,Lophanthus,,,,,,,,,,,
Poaceae,Lophatherum,1.0,0.0,0.0,0.0,0.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Orchidaceae,Lophiaris,,,,,,,,,,,
Nartheciaceae,Lophiola,,,,,,,,,,,
Asteraceae,Lophiolepis,,,,,,,,,,,
Violaceae,Lophion,,,,,,,,,,,
Ochnaceae,Lophira,,,,,,,,,,,
Apiaceae,Lophocachrys,,,,,,,,,,,
Fabaceae,Lophocarpinia,,,,,,,,,,,
Cactaceae,Lophocereus,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Asteraceae,Lophoclinium,,,,,,,,,,,
Podostemaceae,Lophogyne,,,,,,,,,,,
Asteraceae,Lopholaena,,,,,,,,,,,
Poaceae,Lopholepis,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Asteraceae,Lopholoma,,,,,,,,,,,
Myrtaceae,Lophomyrtus,,,,,,,,,,,
Asteraceae,Lophopappus,,,,,,,,,,,
Celastraceae,Lophopetalum,,,,,,,,,,,
Cactaceae,Lophophora,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Menispermaceae,Lophophyllum,,,,,,,,,,,
Balanophoraceae,Lophophytum,,,,,,,,,,,
Poaceae,Lophopogon,0.0,0.0,0.0,0.0,1.0,0.0,This study,,,,
Malpighiaceae,Lophopterys,,,,,,,,,,,
Lophopyxidaceae,Lophopyxis,,,,,,,,,,,
Apiaceae,Lophosciadium,,,,,,,,,,,
Plantaginaceae,Lophospermum,,,,,,,,,,,
Acanthaceae,Lophostachys,,,,,,,,,,,
Myrtaceae,Lophostemon,,,,,,,,,,,
Sapindaceae,Lophostigma,,,,,,,,,,,
Thymelaeaceae,Lophostoma,,,,,,,,,,,
Polygalaceae,Lophostylis,,,,,,,,,,,
Amaranthaceae,Lopriorea,1.0,0.0,0.0,0.0,0.0,,Sage et al (2007),Caryophyllales,,,
Asteraceae,Lorandersonia,,,,,,,,,,,
Loranthaceae,Loranthos,,,,,,,,,,,
Loranthaceae,Loranthus,,,,,,,,,,,
Asteraceae,Lordhowea,,,,,,,,,,,
Rubiaceae,Lorencea,,,,,,,,,,,
Asteraceae,Lorentea,,,,,,,,,,,
Asteraceae,Lorentzianthus,,,,,,,,,,,
Sabiaceae,Lorenzanea,,,,,,,,,,,
Melastomataceae,Loreya,,,,,,,,,,,
Melastomataceae,Loricalepis,,,,,,,,,,,
Asteraceae,Loricaria,,,,,,,,,,,
Apiaceae,Lorinsera,,,,,,,,,,,
Orchidaceae,Lorogl-orchis,,,,,,,,,,,
Orchidaceae,Loroglossum,,,,,,,,,,,
Hamamelidaceae,Loropetalum,,,,,,,,,,,
Clusiaceae,Lorostemon,,,,,,,,,,,
Passifloraceae,Lortetia,,,,,,,,,,,
Fabaceae,Lotea,,,,,,,,,,,
Fabaceae,Lotodes,,,,,,,,,,,
Fabaceae,Lotononis,,,,,,,,,,,
Oxalidaceae,Lotoxalis,,,,,,,,,,,
Fabaceae,Lotus,,,,,,,,,,,
Poaceae,Loudetia,0.0,0.0,0.0,0.0,1.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992); Photos provided by R.P. Ellis,,,,
Poaceae,Loudetiopsis,0.0,0.0,0.0,0.0,1.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Haloragaceae,Loudonia,,,,,,,,,,,
Poaceae,Louisiella,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Fabaceae,Lourea,,,,,,,,,,,
Euphorbiaceae,Loureira,,,,,,,,,,,
Asteraceae,Lourteigia,,,,,,,,,,,
Lythraceae,Lourtella,,,,,,,,,,,
Asparagaceae,Lourya,,,,,,,,,,,
Acanthaceae,Louteridium,,,,,,,,,,,
Meliaceae,Lovoa,,,,,,,,,,,
Loranthaceae,Loxanthera,,,,,,,,,,,
Amaryllidaceae,Loxanthes,,,,,,,,,,,
Cactaceae,Loxanthocereus,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Fabaceae,Loxidium,,,,,,,,,,,
Lamiaceae,Loxocalyx,,,,,,,,,,,
Gesneriaceae,Loxocarpus,,,,,,,,,,,
Restionaceae,Loxocarya,,,,,,,,,,,
Arecaceae,Loxococcus,,,,,,,,,,,
Poaceae,Loxodera,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Sapindaceae,Loxodiscus,,,,,,,,,,,
Asteraceae,Loxodon,,,,,,,,,,,
Gesneriaceae,Loxonia,,,,,,,,,,,
Anacardiaceae,Loxopterygium,,,,,,,,,,,
Fabaceae,Loxospermum,,,,,,,,,,,
Gesneriaceae,Loxostigma,,,,,,,,,,,
Anacardiaceae,Loxostylis,,,,,,,,,,,
Asteraceae,Loxothysanus,,,,,,,,,,,
Cyperaceae,Loxotrema,,,,,,,,,,,
Poaceae,Loydia,,,,,,,,,,,
Cannabaceae,Lozanella,,,,,,,,,,,
Lacistemataceae,Lozania,,,,,,,,,,,
Rutaceae,Lubaria,,,,,,,,,,,
Primulaceae,Lubinia,,,,,,,,,,,
Poaceae,Lucaea,,,,,,,,,,,
Asteraceae,Lucilia,,,,,,,,,,,
Asteraceae,Luciliocline,,,,,,,,,,,
Rubiaceae,Lucinaea,,,,,,,,,,,
Apocynaceae,Luckhoffia,,,,,,,,,,,
Rubiaceae,Luculia,,,,,,,,,,,
Sapotaceae,Lucuma,,,,,,,,,,,
Rubiaceae,Lucya,,,,,,,,,,,
Rubiaceae,Ludekia,,,,,,,,,,,
Salicaceae,Ludia,,,,,,,,,,,
Orchidaceae,Ludisia,,,,,,,,,,,
Cyclanthaceae,Ludovia,,,,,,,,,,,
Fabaceae,Ludovicia,,,,,,,,,,,
Onagraceae,Ludwigia,1.0,0.0,0.0,0.0,0.0,,,Myrtales,,,
Onagraceae,Ludwigiantha,,,,,,,,,,,
Orchidaceae,Lueckelia,,,,,,,,,,,
Orchidaceae,Lueddemannia,,,,,,,,,,,
Malvaceae,Luederitzia,,,,,,,,,,,
Malvaceae,Luehea,,,,,,,,,,,
Malvaceae,Lueheopsis,,,,,,,,,,,
Rutaceae,Luerssenidendron,,,,,,,,,,,
Rosaceae,Luetkea,,,,,,,,,,,
Fabaceae,Luetzelburgia,,,,,,,,,,,
Cucurbitaceae,Luffa,,,,,,,,,,,
Fabaceae,Lugaion,,,,,,,,,,,
Asteraceae,Luina,,,,,,,,,,,
Orchidaceae,Luiserides,,,,,,,,,,,
Orchidaceae,Luisia,0.0,1.0,0.0,0.0,0.0,,,Asparagales,,,
Asteraceae,Lulia,,,,,,,,,,,
Myrtaceae,Luma,,,,,,,,,,,
Fabaceae,Lumbricidia,,,,,,,,,,,
Salicaceae,Lunania,,,,,,,,,,,
Brassicaceae,Lunaria,,,,,,,,,,,
Rutaceae,Lunasia,,,,,,,,,,,
Asteraceae,Lundellianthus,,,,,,,,,,,
Bignoniaceae,Lundia,,,,,,,,,,,
Asteraceae,Lundinia,,,,,,,,,,,
Fabaceae,Lupinaster,,,,,,,,,,,
Fabaceae,Lupinus,,,,,,,,,,,
Asteraceae,Lupsia,,,,,,,,,,,
Fabaceae,Lupularia,,,,,,,,,,,
Fabaceae,Lupulina,,,,,,,,,,,
Alismataceae,Luronium,,,,,,,,,,,
Simaroubaceae,Lussa,,,,,,,,,,,
Ericaceae,Lussacia,,,,,,,,,,,
Bromeliaceae,Lutheria,1.0,0.0,0.0,0.0,0.0,,,Poales,,,
Boraginaceae,Lutrostylis,,,,,,,,,,,
Brassicaceae,Lutzia,,,,,,,,,,,
Rutaceae,Luvunga,,,,,,,,,,,
Ochnaceae,Luxemburgia,,,,,,,,,,,
Orchidaceae,Luzama,,,,,,,,,,,
Poaceae,Luziola,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Fabaceae,Luzonia,,,,,,,,,,,
Juncaceae,Luzula,,,,,,,,,,,
Alstroemeriaceae,Luzuriaga,,,,,,,,,,,
Montiaceae,Lyallia,,,,,,,,,,,
Asteraceae,Lycapsus,,,,,,,,,,,
Orchidaceae,Lycaste,,,,,,,,,,,
Acanthaceae,Lychniothyrsus,,,,,,,,,,,
Caryophyllaceae,Lychnis,,,,,,,,,,,
Caryophyllaceae,Lychnisilene,,,,,,,,,,,
Asteraceae,Lychnocephaliopsis,,,,,,,,,,,
Asteraceae,Lychnocephalus,,,,,,,,,,,
Sapindaceae,Lychnodiscus,,,,,,,,,,,
Asteraceae,Lychnophora,,,,,,,,,,,
Asteraceae,Lychnophoriopsis,,,,,,,,,,,
Solanaceae,Lycianthes,,,,,,,,,,,
Sapotaceae,Lyciodes,,,,,,,,,,,
Solanaceae,Lycioplesium,,,,,,,,,,,
Solanaceae,Lycium,,,,,,,,,,,
Brassicaceae,Lycocarpus,,,,,,,,,,,
Poaceae,Lycochloa,1.0,0.0,0.0,0.0,0.0,0.0,Metcalfe (1960),,,,
Ranunculaceae,Lycoctonum,,,,,,,,,,,
Orchidaceae,Lycomormium,,,,,,,,,,,
Solanaceae,Lycopersicon,,,,,,,,,,,
Boraginaceae,Lycopsis,,,,,,,,,,,
Lamiaceae,Lycopus,,,,,,,,,,,
Amaryllidaceae,Lycoris,,,,,,,,,,,
Asteraceae,Lycoseris,,,,,,,,,,,
Asteraceae,Lycotis,,,,,,,,,,,
Poaceae,Lycurus,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Rosaceae,Lydaea,,,,,,,,,,,
Celastraceae,Lydenburgia,,,,,,,,,,,
Poaceae,Lygeum,1.0,0.0,0.0,0.0,0.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Thymelaeaceae,Lygia,,,,,,,,,,,
Anarthriaceae,Lyginia,,,,,,,,,,,
Apocynaceae,Lygisma,,,,,,,,,,,
Asteraceae,Lygodesmia,,,,,,,,,,,
Fabaceae,Lygoplis,,,,,,,,,,,
Fabaceae,Lygos,,,,,,,,,,,
Cactaceae,Lymanbensonia,,,,,,,,,,,
Bromeliaceae,Lymania,0.0,1.0,0.0,0.0,0.0,,,Poales,,,
Ericaceae,Lyonia,,,,,,,,,,,
Asteraceae,Lyonnetia,,,,,,,,,,,
Rosaceae,Lyonothamnus,,,,,,,,,,,
Apocynaceae,Lyonsia,,,,,,,,,,,
Orchidaceae,Lyperanthus,,,,,,,,,,,
Scrophulariaceae,Lyperia,,,,,,,,,,,
Brassicaceae,Lyrocarpa,,,,,,,,,,,
Orchidaceae,Lyroglossa,,,,,,,,,,,
Proteaceae,Lysanthe,,,,,,,,,,,
Loranthaceae,Lysiana,,,,,,,,,,,
Myrtaceae,Lysicarpus,,,,,,,,,,,
Araceae,Lysichiton,,,,,,,,,,,
Araceae,Lysichitum,,,,,,,,,,,
Fabaceae,Lysidice,,,,,,,,,,,
Fabaceae,Lysiloma,,,,,,,,,,,
Primulaceae,Lysimachia,,,,,,,,,,,
Primulaceae,Lysimachiopsis,,,,,,,,,,,
Ericaceae,Lysinema,,,,,,,,,,,
Gesneriaceae,Lysionotus,,,,,,,,,,,
Malvaceae,Lysiosepalum,,,,,,,,,,,
Convolvulaceae,Lysiostyles,,,,,,,,,,,
Fabaceae,Lysiphyllum,,,,,,,,,,,
Campanulaceae,Lysipoma,,,,,,,,,,,
Campanulaceae,Lysipomia,,,,,,,,,,,
Primulaceae,Lysis,,,,,,,,,,,
Asteraceae,Lysistemma,,,,,,,,,,,
Plantaginaceae,Lytanthus,,,,,,,,,,,
Lythraceae,Lythropsis,,,,,,,,,,,
Lythraceae,Lythrum,,,,,,,,,,,
Arecaceae,Lytocaryum,,,,,,,,,,,
Balanophoraceae,Lytogomphus,,,,,,,,,,,
Fabaceae,Maackia,,,,,,,,,,,
Annonaceae,Maasia,,,,,,,,,,,
Ebenaceae,Maba,,,,,,,,,,,
Euphorbiaceae,Mabea,,,,,,,,,,,
Plantaginaceae,Mabrya,,,,,,,,,,,
Olacaceae,Maburea,,,,,,,,,,,
Fabaceae,Mac-leayia,,,,,,,,,,,
Proteaceae,Macadamia,,,,,,,,,,,
Celastraceae,Macahanea,,,,,,,,,,,
Melastomataceae,Macairea,,,,,,,,,,,
Euphorbiaceae,Macaranga,,,,,,,,,,,
Podostemaceae,Macarenia,,,,,,,,,,,
Rhizophoraceae,Macarisia,,,,,,,,,,,
Limeaceae,Macarthuria,,,,,,,,,,,
Lamiaceae,Macbridea,,,,,,,,,,,
Rubiaceae,Macbrideina,,,,,,,,,,,
Lythraceae,Macclellandia,,,,,,,,,,,
Celastraceae,Macgregoria,,,,,,,,,,,
Asteraceae,Machaeranthera,,,,,,,,,,,
Cyperaceae,Machaerina,1.0,0.0,0.0,0.0,0.0,0.0,Bruhl and Wilson (2007),,,,
Fabaceae,Machaerium,,,,,,,,,,,
Aizoaceae,Machairophyllum,,,,,,,,,,,
Rubiaceae,Machaonia,,,,,,,,,,,
Lauraceae,Machilus,,,,,,,,,,,
Asteraceae,Machlis,,,,,,,,,,,
Boraginaceae,Macielia,,,,,,,,,,,
Acanthaceae,Mackaya,,,,,,,,,,,
Acanthaceae,Mackenziea,,,,,,,,,,,
Apiaceae,Mackinlaya,,,,,,,,,,,
Apocynaceae,Maclaudia,,,,,,,,,,,
Ericaceae,Macleania,,,,,,,,,,,
Papaveraceae,Macleaya,,,,,,,,,,,
Asteraceae,Macledium,,,,,,,,,,,
Moraceae,Maclura,,,,,,,,,,,
Poaceae,Maclurochloa,1.0,0.0,0.0,0.0,0.0,0.0,BEP clade,,,,
Rutaceae,Maclurodendron,,,,,,,,,,,
Poaceae,Maclurolyra,1.0,0.0,0.0,0.0,0.0,0.0,BEP clade,,,,
Ericaceae,Macnabia,,,,,,,,,,,
Orchidaceae,Macodes,,,,,,,,,,,
Apocynaceae,Macoubea,,,,,,,,,,,
Asteraceae,Macowania,,,,,,,,,,,
Sapindaceae,Macphersonia,,,,,,,,,,,
Asteraceae,Macrachaenium,,,,,,,,,,,
Orchidaceae,Macradenia,,,,,,,,,,,
Asteraceae,Macraea,,,,,,,,,,,
Orobanchaceae,Macranthera,,,,,,,,,,,
Loranthaceae,Macrocalyx,,,,,,,,,,,
Gentianaceae,Macrocarpaea,,,,,,,,,,,
Aizoaceae,Macrocaulon,,,,,,,,,,,
Melastomataceae,Macrocentrum,,,,,,,,,,,
Brassicaceae,Macroceratium,,,,,,,,,,,
Meliaceae,Macrochiton,,,,,,,,,,,
Gesneriaceae,Macrochlamys,,,,,,,,,,,
Bromeliaceae,Macrochordium,,,,,,,,,,,
Asteraceae,Macroclinidium,,,,,,,,,,,
Orchidaceae,Macroclinium,0.0,1.0,0.0,0.0,0.0,,,Asparagales,,,
Rubiaceae,Macrocnemum,,,,,,,,,,,
Menispermaceae,Macrococculus,,,,,,,,,,,
Caprifoliaceae,Macrodiervilla,,,,,,,,,,,
Apocynaceae,Macroditassa,,,,,,,,,,,
Salicaceae,Macrohasseltia,,,,,,,,,,,
Melastomataceae,Macrolenes,,,,,,,,,,,
Orchidaceae,Macrolinium,,,,,,,,,,,
Fabaceae,Macrolobium,,,,,,,,,,,
Fabaceae,Macrolotus,,,,,,,,,,,
Boraginaceae,Macromeria,,,,,,,,,,,
Fabaceae,Macromiscus,,,,,,,,,,,
Asteraceae,Macronema,,,,,,,,,,,
Fabaceae,Macronyx,,,,,,,,,,,
Araliaceae,Macropanax,,,,,,,,,,,
Apocynaceae,Macropelma,,,,,,,,,,,
Monimiaceae,Macropeplus,,,,,,,,,,,
Asteraceae,Macropertya,,,,,,,,,,,
Apocynaceae,Macropetalum,,,,,,,,,,,
Apocynaceae,Macropharynx,,,,,,,,,,,
Haemodoraceae,Macropidia,,,,,,,,,,,
Piperaceae,Macropiper,,,,,,,,,,,
Melastomataceae,Macroplacis,,,,,,,,,,,
Orchidaceae,Macropodanthus,,,,,,,,,,,
Podostemaceae,Macropodiella,,,,,,,,,,,
Asteraceae,Macropodina,,,,,,,,,,,
Brassicaceae,Macropodium,,,,,,,,,,,
Fabaceae,Macropsychanthus,,,,,,,,,,,
Combretaceae,Macropteranthes,,,,,,,,,,,
Fabaceae,Macroptilium,,,,,,,,,,,
Rhamnaceae,Macrorhamnus,,,,,,,,,,,
Acanthaceae,Macrorungia,,,,,,,,,,,
Fabaceae,Macrosamanea,,,,,,,,,,,
Apocynaceae,Macroscepis,,,,,,,,,,,
Fabaceae,Macrosema,,,,,,,,,,,
Loranthaceae,Macrosolen,,,,,,,,,,,
Rubiaceae,Macrosphyra,,,,,,,,,,,
Malvaceae,Macrostelia,,,,,,,,,,,
Rutaceae,Macrostylis,,,,,,,,,,,
Orobanchaceae,Macrosyringion,,,,,,,,,,,
Salicaceae,Macrothumia,,,,,,,,,,,
Boraginaceae,Macrotomia,,,,,,,,,,,
Monimiaceae,Macrotorus,,,,,,,,,,,
Fabaceae,Macrotropis,,,,,,,,,,,
Fabaceae,Macrotrullion,,,,,,,,,,,
Fabaceae,Macrotyloma,,,,,,,,,,,
Cucurbitaceae,Macrozanonia,,,,,,,,,,,
Plantaginaceae,Macuillamia,,,,,,,,,,,
Fabaceae,Macuna,,,,,,,,,,,
Asteraceae,Macvaughiella,,,,,,,,,,,
Malpighiaceae,Madagasikaria,,,,,,,,,,,
Asteraceae,Madagaster,,,,,,,,,,,
Asteraceae,Madaractis,,,,,,,,,,,
Asteraceae,Madaria,,,,,,,,,,,
Asteraceae,Madaroglossa,,,,,,,,,,,
Apocynaceae,Madarosperma,,,,,,,,,,,
Rosaceae,Maddenia,,,,,,,,,,,
Asteraceae,Madea,,,,,,,,,,,
Sapotaceae,Madhuca,,,,,,,,,,,
Asteraceae,Madia,,,,,,,,,,,
Lamiaceae,Madlabium,,,,,,,,,,,
Lamiaceae,Madronella,,,,,,,,,,,
Vitaceae,Maerklinia,,,,,,,,,,,
Capparaceae,Maerua,,,,,,,,,,,
Primulaceae,Maesa,,,,,,,,,,,
Ochnaceae,Maesia,,,,,,,,,,,
Phyllanthaceae,Maesobotrya,,,,,,,,,,,
Rhamnaceae,Maesopsis,,,,,,,,,,,
Scrophulariaceae,Maeviella,,,,,,,,,,,
Podostemaceae,Maferria,,,,,,,,,,,
Apiaceae,Magadania,,,,,,,,,,,
Scrophulariaceae,Magdalenaea,,,,,,,,,,,
Chrysobalanaceae,Magnistipula,,,,,,,,,,,
Magnoliaceae,Magnolia,,,,,,,,,,,
Sapotaceae,Magodendron,,,,,,,,,,,
Sapindaceae,Magonia,,,,,,,,,,,
Polygonaceae,Magoniella,,,,,,,,,,,
Melastomataceae,Maguireanthus,,,,,,,,,,,
Rubiaceae,Maguireocharis,,,,,,,,,,,
Rubiaceae,Maguireothamnus,,,,,,,,,,,
Apiaceae,Magydaris,,,,,,,,,,,
Boraginaceae,Maharanga,,,,,,,,,,,
Apocynaceae,Mahawoa,,,,,,,,,,,
Malvaceae,Mahernia,,,,,,,,,,,
Berberidaceae,Mahoberberis,,,,,,,,,,,
Berberidaceae,Mahonia,,,,,,,,,,,
Calophyllaceae,Mahurea,,,,,,,,,,,
Asparagaceae,Maianthemum,,,,,,,,,,,
Apiaceae,Maidenia,,,,,,,,,,,
Melastomataceae,Maieta,,,,,,,,,,,
Cactaceae,Maihuenia,0.0,1.0,0.0,0.0,0.0,0.0,,Caryophyllales,,,
Cactaceae,Maihueniopsis,0.0,1.0,0.0,0.0,0.0,0.0,,Caryophyllales,,,
Moraceae,Maillardia,,,,,,,,,,,
Hamamelidaceae,Maingaya,,,,,,,,,,,
Amaranthaceae,Maireana,1.0,0.0,0.0,0.0,0.0,0.0,Kadereit and Freitag (2011),,,,
Asteraceae,Mairia,,,,,,,,,,,
Sapindaceae,Majidea,,,,,,,,,,,
Apiaceae,Malabaila,,,,,,,,,,,
Melastomataceae,Malabathris,,,,,,,,,,,
Podostemaceae,Malaccotristicha,,,,,,,,,,,
Malvaceae,Malache,,,,,,,,,,,
Theaceae,Malachodendron,,,,,,,,,,,
Malvaceae,Malachra,,,,,,,,,,,
Asteraceae,Malacocephalus,,,,,,,,,,,
Amaranthaceae,Malacocera,,,,,,,,,,,
Rosaceae,Malacomeles,,,,,,,,,,,
Malvaceae,Malacothamnus,,,,,,,,,,,
Asteraceae,Malacothrix,,,,,,,,,,,
Rutaceae,Malacoxylum,,,,,,,,,,,
Proteaceae,Malagasia,,,,,,,,,,,
Moraceae,Malaisia,,,,,,,,,,,
Rubiaceae,Malanea,,,,,,,,,,,
Olacaceae,Malania,,,,,,,,,,,
Fabaceae,Malaparius,,,,,,,,,,,
Lauraceae,Malapoenna,,,,,,,,,,,
Orchidaceae,Malaxis,,,,,,,,,,,
Brassicaceae,Malcolmia,,,,,,,,,,,
Aizoaceae,Malephora,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Passifloraceae,Malesherbia,,,,,,,,,,,
Meliaceae,Malleastrum,,,,,,,,,,,
Orchidaceae,Malleola,,,,,,,,,,,
Myrtaceae,Malleostemon,,,,,,,,,,,
Melastomataceae,Mallophyton,,,,,,,,,,,
Euphorbiaceae,Mallotus,,,,,,,,,,,
Annonaceae,Malmea,,,,,,,,,,,
Asteraceae,Malmeanthus,,,,,,,,,,,
Rutaceae,Malnaregam,,,,,,,,,,,
Malvaceae,Malope,,,,,,,,,,,
Arecaceae,Malortiea,,,,,,,,,,,
Anacardiaceae,Malosma,,,,,,,,,,,
Apocynaceae,Malouetia,,,,,,,,,,,
Asteraceae,Malperia,,,,,,,,,,,
Malpighiaceae,Malpighia,,,,,,,,,,,
Malpighiaceae,Malpighiodes,,,,,,,,,,,
Malpighiaceae,Malpigiantha,,,,,,,,,,,
Poaceae,Maltebrunia,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Rosaceae,Malus,,,,,,,,,,,
Malvaceae,Malva,,,,,,,,,,,
Malvaceae,Malvalthaea,,,,,,,,,,,
Malvaceae,Malvastrum,,,,,,,,,,,
Malvaceae,Malvaviscus,,,,,,,,,,,
Malvaceae,Malvella,,,,,,,,,,,
Malvaceae,Malveopsis,,,,,,,,,,,
Poaceae,Malya,,,,,,,,,,,
Cactaceae,Mammillaria,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Cactaceae,Mammilloydia,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Celastraceae,Managa,,,,,,,,,,,
Acanthaceae,Mananthes,,,,,,,,,,,
Bignoniaceae,Manaosella,,,,,,,,,,,
Brassicaceae,Mancoa,,,,,,,,,,,
Fabaceae,Mandarus,,,,,,,,,,,
Apiaceae,Mandenovia,,,,,,,,,,,
Apocynaceae,Mandevilla,,,,,,,,,,,
Gesneriaceae,Mandirola,,,,,,,,,,,
Asteraceae,Mandonia,,,,,,,,,,,
Solanaceae,Mandragora,,,,,,,,,,,
Piperaceae,Manekia,,,,,,,,,,,
Asparagaceae,Manfreda,0.0,1.0,0.0,0.0,0.0,,,Asparagales,,,
